requisicaoN;tempoHTTP
365;0.281188
366;0.271574
367;0.278111
368;0.264756
369;0.266027
370;0.277650
371;0.286715
372;0.247878
373;0.280977
374;0.254887
375;0.265145
376;0.270276
377;0.270916
378;0.262508
379;0.269556
380;0.264989
381;0.272164
382;0.271834
383;0.270185
384;0.252943
385;0.252536
386;0.267525
387;0.274018
388;0.270544
389;0.258904
390;0.276491
391;0.278893
392;0.281154
393;0.246613
394;0.260811
395;0.267455
396;0.254174
397;0.278306
398;0.270414
399;0.285116
400;0.247674
401;0.286982
402;0.282877
403;0.274461
404;0.273536
405;0.254486
406;0.259767
407;0.273789
408;0.265804
409;0.277361
410;0.269225
411;0.271423
412;0.283606
413;0.278855
414;0.260579
415;0.272785
416;0.254102
417;0.333461
418;0.269743
419;0.256528
420;0.256515
421;0.279878
422;0.299415
423;0.315037
424;0.270370
425;0.272907
426;0.260560
427;0.277628
428;0.255761
429;0.260031
430;0.264191
431;0.271432
432;0.262338
433;0.280427
434;0.270254
435;0.265169
436;0.275837
437;0.254720
438;0.271178
439;0.290283
440;0.271325
441;0.270350
442;0.256179
443;0.258366
444;0.288668
445;0.380382
446;0.300204
447;0.284192
448;0.275119
449;0.275395
450;0.263186
