requisicaoN;tempoHTTP
167;0.279169
168;0.252104
169;0.259509
170;0.377371
171;0.277946
172;0.275845
173;0.258526
174;0.255736
175;0.353174
176;0.261580
177;0.262808
178;0.275502
179;0.276759
180;0.292422
181;0.270149
182;0.265969
183;0.272334
184;0.272493
185;0.275494
186;0.275392
187;0.263965
188;0.266769
189;0.276195
190;0.295218
191;0.257115
192;0.267860
193;0.275683
194;0.261603
195;0.262530
196;0.268880
197;0.256500
198;0.250269
199;0.256846
200;0.312526
201;0.280720
202;0.270322
203;0.273563
204;0.277607
205;0.260016
206;0.251008
207;0.275308
208;0.270191
209;0.269316
210;0.274327
211;0.285600
212;0.377572
213;0.277850
214;0.273345
215;0.270620
216;0.264289
217;0.269973
218;0.257420
219;0.250220
220;0.274039
221;0.261151
222;0.311739
223;0.253510
224;0.257678
225;0.264822
226;0.269949
227;0.350316
228;0.268684
229;0.271909
230;0.282648
231;0.270706
232;0.272063
233;0.277959
234;0.276743
235;0.262357
236;0.255578
237;0.264301
238;0.263423
239;0.355233
240;0.253393
241;0.271518
242;0.278291
243;0.270655
244;0.273286
245;0.255261
246;0.255904
247;0.256219
248;0.271971
249;0.276734
250;0.260348
251;0.281120
252;0.309892
253;0.265930
254;0.257426
255;0.258053
256;0.278087
257;0.271179
258;0.284476
259;0.265402
260;0.275568
261;0.275992
262;0.273172
263;0.297779
264;0.261653
265;0.255993
266;0.344311
267;0.268003
268;0.257716
269;0.255904
270;0.275530
271;0.275803
272;0.277934
273;0.309767
274;0.253848
275;0.272024
276;0.269278
277;0.366746
278;0.289118
279;0.256482
280;0.262803
281;0.273192
282;0.269479
283;0.279473
284;0.287040
285;0.263641
286;0.268412
287;0.252784
288;0.268000
289;0.262456
290;0.357956
291;0.259081
292;0.258655
293;0.348164
294;0.282202
295;0.252254
296;0.260299
297;0.261661
298;0.255959
299;0.269328
300;0.272579
301;0.260295
302;0.263415
303;0.275425
304;0.281674
305;0.306880
306;0.271454
307;0.257606
308;0.254090
309;0.278653
310;0.290513
311;0.286645
312;0.295592
313;0.277940
314;0.326346
315;0.459233
316;0.292623
317;0.299271
318;0.260841
319;0.274292
320;0.288712
321;0.304693
322;0.284973
323;0.289248
324;0.318055
325;0.293430
326;0.342799
327;0.288386
328;0.315270
329;0.324777
330;0.284292
331;0.296662
332;0.286722
333;0.302765
334;0.288391
335;0.317247
336;0.303101
337;0.284772
338;0.283806
339;0.256022
340;0.356953
341;0.256340
342;0.322991
343;0.388868
344;0.343755
345;0.283743
346;0.420417
347;0.337041
348;0.275818
349;0.278179
350;0.309802
351;0.263679
352;0.323639
353;0.303166
354;0.281345
355;0.349469
356;0.281674
357;0.250773
358;0.287520
359;0.271540
360;0.307575
361;0.378006
362;0.294152
363;0.323617
364;0.271116
365;0.260700
366;0.269200
367;0.307468
368;0.277971
369;0.323657
370;0.291223
371;0.266148
372;0.390845
373;0.573986
374;0.277267
375;0.278477
376;0.282823
377;0.277101
378;0.281120
379;0.319417
380;0.288603
381;0.314337
382;0.383820
383;0.290719
384;0.299995
385;0.274656
386;0.370929
387;0.267736
388;0.284778
389;0.264428
390;0.432763
391;0.349804
392;0.261864
393;0.276910
394;0.328748
395;0.251750
396;0.290875
397;0.267232
398;0.272434
399;0.269028
400;0.558274
401;1.302.111
402;0.308790
403;0.266011
404;0.255083
405;0.265009
406;0.310513
407;0.264676
408;0.348750
409;0.431064
410;0.273693
411;0.280270
412;0.255047
413;0.298079
414;0.274146
415;0.277078
416;0.283616
417;0.504783
418;0.307623
419;0.277250
420;0.294190
421;0.279065
422;0.293967
423;0.264331
424;0.258892
425;0.349394
426;0.383856
427;0.361269
428;0.286357
429;0.256014
430;0.265960
431;0.255307
432;0.277413
433;0.295468
434;0.286487
435;0.340246
436;0.377725
437;0.306428
438;0.281010
439;0.277966
440;0.273900
441;0.265451
442;0.253606
443;0.265172
444;0.280469
445;0.281824
446;0.524721
447;0.288687
448;0.248228
449;0.284083
450;0.270040
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
