requisicaoN;tempoHTTP
244;0.283786
245;0.367754
246;0.272326
247;0.345091
248;0.276526
249;0.275026
250;0.268880
251;0.271189
252;0.267259
253;0.277937
254;0.282820
255;0.268180
256;0.262026
257;0.356349
258;0.270438
259;0.250159
260;0.259848
261;0.272043
262;0.274052
263;0.253691
264;0.271260
265;0.280134
266;0.283223
267;0.284517
268;0.266987
269;0.258316
270;0.272218
271;0.270052
272;0.278458
273;0.277393
274;0.271184
275;0.292689
276;0.281190
277;0.274196
278;0.249351
279;0.312871
280;0.279721
281;0.260474
282;0.278576
283;0.283355
284;0.253376
285;0.253286
286;0.262179
287;0.373088
288;0.270433
289;0.273874
290;0.280454
291;0.261391
292;0.262719
293;0.267993
294;0.270050
295;0.267463
296;0.319159
297;0.256449
298;0.283852
299;0.285176
300;0.349904
301;0.271222
302;0.257018
303;0.266095
304;0.253293
305;0.274890
306;0.276661
307;0.273602
308;0.274290
309;0.270544
310;0.264504
311;0.252134
312;0.267362
313;0.259532
314;0.269924
315;0.256303
316;0.270600
317;0.269792
318;0.268064
319;0.283821
320;0.264118
321;0.274998
322;0.257590
323;0.261103
324;0.281759
325;0.259261
326;0.275860
327;0.279379
328;0.348508
329;0.265367
330;0.258308
331;0.254112
332;0.256247
333;0.290808
334;0.250186
335;0.273889
336;0.264043
337;0.266791
338;0.275765
339;0.272469
340;0.278526
341;0.275067
342;0.255764
343;0.274060
344;0.269224
345;0.255461
346;0.251518
347;0.259721
348;0.275658
349;0.274687
350;0.278856
351;0.348214
352;0.266353
353;0.283663
354;0.251692
355;0.262998
356;0.264485
357;0.276446
358;0.265501
359;0.250386
360;0.281960
361;0.362967
362;0.283414
363;0.261040
364;0.262166
365;0.282920
366;0.272792
367;0.248713
368;0.275033
369;0.285988
370;0.285785
371;0.271382
372;0.268467
373;0.272254
374;0.275442
375;0.274603
376;0.250983
377;0.270913
378;0.289522
379;0.268721
380;0.253309
381;0.259389
382;0.267139
383;0.262611
384;0.252973
385;0.264689
386;0.277936
387;0.269972
388;0.344527
389;0.244000
390;0.269551
391;0.280056
392;0.271794
393;0.287607
394;0.295855
395;0.259419
396;0.311523
397;0.291236
398;0.291169
399;0.274581
400;0.254341
401;0.271729
402;0.285553
403;0.285923
404;0.282932
405;0.267263
406;0.280321
407;0.267418
408;0.261150
409;0.278475
410;0.286522
411;0.268220
412;0.272434
413;0.248462
414;0.251342
415;0.269863
416;0.293069
417;0.274521
418;0.250415
419;0.257008
420;0.252657
421;0.279684
422;0.273844
423;0.268746
424;0.256518
425;0.274021
426;0.249000
427;0.266150
428;0.297107
429;0.272036
430;0.288909
431;0.267318
432;0.274574
433;0.324291
434;0.255439
435;0.281203
436;0.282208
437;0.261182
438;0.268398
439;0.277522
440;0.252900
441;0.293724
442;0.275360
443;0.368737
444;0.277793
445;0.252691
446;0.263003
447;0.272027
448;0.272722
449;0.278780
450;0.271473
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
