requisicaoN;tempoHTTP
358;0.838984
359;0.865820
360;0.313016
361;3.495.127
362;0.253050
363;0.269356
364;0.281819
365;0.269720
366;0.267483
367;0.630156
368;0.738120
369;0.286415
370;0.294181
371;0.268826
372;0.272639
373;0.252619
374;0.259342
375;0.254644
376;0.301667
377;0.268589
378;0.280479
379;0.275692
380;0.263170
381;0.264871
382;0.273717
383;0.273045
384;0.256624
385;0.268198
386;0.341110
387;0.256948
388;0.268298
389;0.251093
390;0.274572
391;0.352306
392;0.294178
393;0.274718
394;0.278196
395;0.270733
396;0.313319
397;0.262213
398;0.274343
399;0.274147
400;0.248031
401;0.279029
402;0.287446
403;0.267950
404;0.271623
405;0.279398
406;0.267486
407;0.264829
408;0.253911
409;0.441196
410;0.277105
411;0.268298
412;0.272636
413;0.288285
414;0.273534
415;0.266217
416;0.248839
417;0.268030
418;0.253288
419;0.258352
420;0.269431
421;0.245526
422;0.270786
423;0.265024
424;0.297739
425;0.254458
426;0.268864
427;0.258963
428;0.263867
429;0.251427
430;0.252763
431;0.256550
432;0.258188
433;0.266839
434;0.250375
435;0.264960
436;0.345435
437;0.245056
438;0.299709
439;0.250370
440;0.272450
441;0.253200
442;0.265074
443;0.305911
444;0.251636
445;0.262912
446;0.269978
447;0.271144
448;0.284145
449;0.262799
450;0.273608
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
